Temperature_C,Feels_Like_C,Humidity_Percent,Dew_Point_C,Pressure_hPa,Wind_Speed_mps,Wind_Direction_deg,Precipitation_mm,Cloud_Cover_Percent,Visibility_km,UV_Index,Latitude,Longitude,Weather_Class
23.65,14.15,60.0,6.51,972.62,10.0,288.6,14.74,86.9,3.29,5.1,28.2621,-18.503,Thunderstorm
19.3,19.3,80.1,15.77,1000.08,40.0,214.9,0.0,72.0,7.56,4.2,13.2817,-24.2062,Cloudy
-9.49,-10.49,47.6,-18.53,1028.23,2.0,247.7,0.0,43.5,14.1,4.6,54.4915,-108.0386,Cold
24.52,-0.08,32.8,-7.39,984.15,10.0,112.6,14.72,87.9,10.62,3.5,-2.128,52.2087,Thunderstorm
19.4,19.4,78.5,15.56,1021.43,40.0,331.8,0.0,80.6,20.0,3.4,50.4823,-81.8284,Cloudy
7.34,-1.05,85.8,-2.47,1006.97,40.0,181.5,0.5,75.2,14.12,6.4,-5.3445,92.7976,Drizzle
8.24,11.74,32.2,5.65,1015.03,40.0,245.5,0.0,2.0,10.96,5.7,-5.9836,16.9077,Clear
-14.41,-14.71,77.9,-17.41,989.29,1.0,290.8,1.64,88.8,2.31,3.3,-24.6147,-123.5112,Snowy
10.66,10.66,86.4,10.66,998.53,40.0,146.3,9.73,98.2,7.02,1.7,20.8186,128.6487,Rainy
-2.58,11.91,25.9,-2.76,1018.65,40.0,280.0,0.0,5.3,19.33,11.5,23.1048,34.4377,Clear
20.71,55.0,83.8,16.57,1002.42,40.0,274.4,0.83,79.4,13.75,3.9,48.9061,-129.7578,Drizzle
12.36,12.36,92.9,10.16,979.01,15.0,55.3,10.0,96.7,8.27,2.5,-54.5875,-166.9679,Stormy
20.11,55.0,97.6,19.39,959.31,19.92,77.7,10.0,94.4,10.97,5.8,5.9479,-72.5779,Stormy
4.31,14.71,47.4,3.71,1035.64,40.0,254.7,0.0,16.8,12.72,11.4,-51.0754,-100.1475,Clear
8.06,0.03,87.6,-1.67,962.33,15.0,185.6,10.0,97.7,9.84,3.6,-55.6181,167.2767,Stormy
8.41,0.55,44.0,-3.13,1023.74,40.0,69.0,0.0,85.5,5.6,1.6,58.4892,1.7709,Cloudy
-13.83,-16.05,75.3,-17.23,992.79,7.41,189.5,8.15,81.9,8.51,4.1,-16.5494,66.3555,Snowy
9.74,9.74,98.3,9.48,1011.2,1.81,167.7,0.0,94.9,0.13,1.8,-42.3627,-47.2426,Foggy
15.21,17.71,45.0,-0.47,1020.23,40.0,14.4,0.0,25.1,13.33,10.4,-55.4433,95.6296,Clear
-16.85,-24.13,53.6,-24.01,1010.43,14.56,124.2,0.0,67.2,11.77,2.5,-15.8849,101.3669,Cold
15.76,15.76,16.6,-9.56,1016.97,40.0,280.0,0.0,78.4,20.0,8.8,-14.0737,122.6564,Cloudy
13.99,13.99,68.2,8.23,1018.13,40.0,220.3,0.0,88.7,13.94,4.8,35.9622,-159.9089,Cloudy
17.59,17.59,86.4,13.09,997.67,40.0,71.9,5.0,86.8,10.83,5.6,5.5612,-60.1172,Rainy
12.09,12.09,93.2,0.36,998.55,20.89,60.9,16.1,96.5,20.0,3.9,40.9423,-126.127,Stormy
-9.9,-11.27,77.2,-13.12,1012.48,4.57,163.1,12.44,90.2,4.81,5.1,40.9306,53.7164,Snowy
39.04,42.87,44.3,11.71,998.68,4.85,175.3,0.0,82.5,18.67,10.0,-46.7851,103.7182,Heatwave
30.18,18.63,59.3,-1.31,1016.96,40.0,234.1,0.0,14.1,11.92,11.8,-36.644,-110.9966,Clear
13.67,13.67,86.3,0.98,979.31,15.6,60.5,10.87,93.0,6.23,6.4,-29.2942,144.6175,Stormy
34.49,36.49,41.0,6.82,990.81,40.0,134.4,0.0,75.4,9.41,14.4,55.5624,126.1449,Hot
8.5,0.68,83.8,1.65,994.96,40.0,2.8,19.91,91.3,20.0,2.6,29.5325,6.0651,Rainy
30.26,14.95,50.0,3.01,1018.13,40.0,265.2,0.0,29.3,19.89,8.9,45.4475,12.7817,Clear
36.94,38.94,32.0,6.29,1012.83,40.0,164.3,0.0,40.4,20.0,14.4,3.4689,127.0235,Hot
2.16,-8.82,33.5,-12.23,1020.29,40.0,86.2,0.0,72.5,8.65,6.1,-42.1895,124.0474,Cloudy
22.67,12.32,38.1,3.98,1048.54,40.0,354.1,0.0,22.5,11.14,7.1,-55.1479,-78.7484,Clear
22.06,22.06,24.4,6.26,1034.84,8.0,291.5,0.0,23.4,8.33,7.8,-29.6881,-152.6908,Dusty
-13.28,-16.67,87.1,-14.96,1007.85,11.3,142.6,0.32,91.1,8.76,3.8,-6.7744,86.6061,Snowy
12.58,12.58,68.1,6.84,1014.06,40.0,214.2,0.0,77.2,6.4,4.9,31.0673,155.2611,Cloudy
17.43,17.43,54.5,8.17,1021.69,30.94,254.0,0.0,64.1,8.78,5.7,-4.7219,-134.0649,Cloudy
10.18,10.18,91.7,2.96,1001.11,40.0,178.7,20.15,91.0,17.46,2.3,46.7869,-50.3428,Rainy
0.9,16.01,32.0,-0.62,1042.23,40.0,19.7,0.0,24.4,13.19,8.4,-13.205,-89.3625,Clear
-9.05,-10.3,83.3,-11.36,989.6,4.16,146.5,3.85,88.9,4.99,5.4,-19.9227,54.3143,Snowy
14.97,14.97,88.8,11.38,1007.0,40.0,256.8,22.63,94.9,16.57,1.8,30.8527,30.7552,Rainy
-17.76,-20.52,82.3,-20.03,988.78,9.2,60.9,1.82,85.9,9.78,5.1,-11.6525,104.1139,Snowy
11.32,11.32,92.9,5.29,991.92,40.0,276.7,5.0,83.4,10.86,2.1,-51.2077,79.2912,Rainy
6.06,14.11,25.0,0.93,1025.38,40.0,89.7,0.0,0.5,10.38,9.5,45.1945,61.7066,Clear
30.46,32.46,36.8,12.69,1013.73,40.0,312.3,0.0,69.1,11.7,13.7,53.2376,-51.0133,Hot
14.43,14.43,28.0,6.52,1009.36,19.33,170.5,0.0,28.5,12.66,7.1,-40.9742,-55.5254,Dusty
2.65,-8.08,75.8,-3.16,1006.85,40.0,150.2,0.5,92.3,20.0,4.6,31.9052,-92.4921,Drizzle
17.92,17.92,73.9,13.18,1003.55,40.0,58.9,0.0,61.9,4.03,2.6,42.8187,-72.9531,Cloudy
17.16,17.16,82.7,13.89,1014.38,40.0,230.7,5.0,89.9,8.31,3.8,27.3785,71.01,Rainy
9.98,2.9,88.8,-10.26,1026.89,40.0,297.8,0.65,76.1,13.09,2.9,34.2028,5.8787,Drizzle
32.25,37.01,97.6,31.81,1005.2,40.0,48.6,0.54,70.6,6.51,7.3,35.7489,110.1121,Humid
22.19,26.6,94.1,21.2,1009.36,40.0,268.7,0.14,77.9,14.74,7.2,12.0803,86.7193,Humid
6.36,12.64,44.8,5.97,1028.99,40.0,318.9,0.0,23.2,11.66,11.0,-5.3973,146.2069,Clear
33.36,55.0,62.2,12.8,980.51,13.08,235.6,15.25,89.0,3.17,3.8,-46.9359,76.3865,Thunderstorm
15.93,15.93,91.0,15.93,991.41,40.0,81.4,5.0,88.3,17.65,3.9,7.5116,-175.219,Rainy
6.39,-2.49,93.5,-4.6,996.54,40.0,134.1,6.71,92.8,8.15,4.3,-17.2882,56.6546,Rainy
11.1,55.0,38.1,9.24,1025.51,40.0,282.7,0.0,25.5,16.83,10.4,11.053,-151.5259,Clear
19.72,12.84,73.8,8.28,991.81,15.89,138.7,8.05,94.5,20.0,4.3,36.4786,23.3,Thunderstorm
17.64,17.64,74.0,12.96,1019.69,40.0,345.6,0.0,85.7,11.57,2.0,52.7014,66.964,Cloudy
7.77,-0.41,24.5,-8.2,1024.64,12.57,72.8,0.0,19.5,11.54,4.6,-2.2473,-160.111,Dusty
22.45,55.0,57.8,13.72,1020.84,40.0,5.5,0.0,71.9,20.0,2.6,56.2908,-68.9928,Cloudy
39.67,52.94,68.8,2.16,996.23,40.0,113.4,0.0,73.2,2.91,14.5,21.5325,142.8415,Heatwave
43.48,45.48,42.3,1.67,1014.85,40.0,143.8,0.0,22.3,4.72,11.7,-42.8385,-18.6056,Hot
16.13,16.13,69.0,10.44,1012.39,40.0,175.4,0.0,85.3,17.83,4.4,47.5876,-152.604,Cloudy
15.65,17.38,44.6,7.67,1046.16,40.0,3.8,0.0,17.5,18.02,8.7,-10.9005,64.2999,Clear
9.86,2.73,28.4,7.04,1000.34,8.0,78.1,0.0,12.0,5.55,2.9,-32.0014,-150.9385,Dusty
25.76,55.0,78.6,21.75,1013.39,40.0,309.4,0.0,86.0,5.92,3.8,53.5337,-104.9148,Cloudy
10.06,10.06,48.7,-0.25,1017.77,40.0,121.0,0.0,81.7,2.42,6.9,2.8247,65.924,Cloudy
-17.59,-21.39,74.5,-21.0,982.99,12.67,50.3,1.53,93.0,9.93,7.9,-14.8233,151.1697,Snowy
43.67,52.07,64.2,-4.95,1005.72,40.0,64.2,4.62,74.8,10.54,13.7,-56.9092,-78.2758,Heatwave
17.1,17.1,88.9,15.72,980.69,15.0,282.5,10.78,90.7,1.71,1.0,-48.5472,141.0509,Stormy
23.42,26.84,84.2,20.59,1022.33,40.0,278.2,0.47,89.2,8.59,7.2,-2.9872,-137.7254,Humid
-13.23,-24.67,43.3,-23.04,1015.16,22.88,184.1,0.74,65.9,16.03,3.9,-28.6127,-66.6467,Cold
13.47,13.47,60.0,5.86,1014.89,40.0,313.4,0.0,84.4,15.65,4.1,7.7795,-47.1992,Cloudy
16.22,16.22,67.5,10.19,1007.28,40.0,186.1,0.0,67.7,7.79,3.9,34.2003,31.6616,Cloudy
2.52,-8.28,54.0,-5.84,1006.9,40.0,154.4,0.0,70.4,20.0,3.7,13.7841,-14.4288,Cloudy
9.15,19.81,23.8,7.81,1032.43,40.0,67.7,0.0,21.3,10.46,6.5,-33.503,120.9258,Clear
16.83,16.83,87.5,14.73,1001.11,40.0,40.1,5.69,91.8,20.0,2.7,3.9252,150.5217,Rainy
11.55,11.55,87.9,5.98,1004.09,40.0,71.1,5.0,87.7,6.39,2.4,39.7014,-88.1799,Rainy
24.68,28.8,91.2,23.14,1012.57,40.0,269.0,0.34,74.8,9.49,1.2,46.8651,125.3573,Humid
38.76,40.76,36.3,0.93,1004.58,40.0,116.2,0.0,53.3,20.0,9.4,-48.4624,72.2913,Hot
34.36,12.9,54.4,12.9,1049.33,40.0,2.6,0.0,22.0,10.46,8.3,40.7687,127.9953,Clear
31.43,33.43,44.9,5.49,1018.21,40.0,207.9,0.0,44.6,6.34,10.3,26.6255,-38.1556,Hot
23.36,2.31,53.3,-7.6,1043.93,40.0,88.8,0.0,25.3,10.47,6.6,-47.4371,-59.4393,Clear
-0.35,11.22,36.0,-1.92,1027.05,40.0,204.0,0.0,23.4,18.3,10.0,24.0823,-107.8879,Clear
16.99,16.99,88.0,0.83,952.83,15.0,175.7,16.3,92.6,6.89,8.6,32.4542,81.6748,Stormy
19.36,19.36,88.7,10.01,994.71,23.99,42.6,19.28,97.5,9.31,0.9,-53.6549,-165.6416,Stormy
9.32,1.92,96.1,5.06,961.67,15.0,211.9,19.28,97.0,13.92,5.2,21.8215,46.6006,Stormy
-8.11,-9.44,56.2,-15.28,1031.55,2.65,329.8,0.0,59.9,11.28,1.5,53.0295,139.0047,Cold
-0.68,1.04,45.5,-4.52,1044.29,40.0,99.1,0.0,26.5,17.1,11.1,22.4056,-1.2954,Clear
24.9,27.91,80.0,21.21,1014.21,40.0,182.1,0.31,94.2,11.54,5.7,12.7849,-115.3834,Humid
25.07,25.07,88.4,7.96,1008.31,40.0,306.6,2.11,84.4,5.77,4.5,-12.121,-164.6537,Drizzle
6.23,-2.72,88.9,1.41,1008.18,40.0,265.0,10.48,95.4,2.27,5.4,21.5413,140.6454,Rainy
-0.46,16.5,52.7,-0.83,1037.23,40.0,153.0,0.0,5.1,16.16,7.3,-48.6272,-123.8222,Clear
-4.64,17.82,26.4,-4.98,1040.07,40.0,188.9,0.0,27.3,11.98,9.6,25.0536,-161.3011,Clear
13.13,13.13,40.5,-0.01,1006.09,40.0,297.9,0.0,82.3,4.0,4.1,-38.8383,154.9587,Cloudy
13.26,13.26,34.9,-1.93,1015.66,40.0,100.6,0.0,68.8,3.65,6.6,34.017,-36.0691,Cloudy
10.93,10.93,21.8,1.09,995.4,20.62,151.0,0.0,15.8,11.74,4.7,-8.6278,-39.7933,Dusty
2.62,-8.14,87.4,-5.09,994.56,15.0,241.3,29.77,97.4,20.0,3.5,-44.7097,86.0515,Stormy
26.42,55.0,41.2,8.74,978.96,10.0,31.1,14.35,87.5,10.48,6.5,25.1818,152.9519,Thunderstorm
11.88,11.88,64.5,5.4,1006.18,40.0,206.2,0.0,71.4,3.33,5.1,27.7777,-132.4378,Cloudy
-24.49,-26.91,61.9,-29.67,1013.48,4.83,224.3,0.0,23.0,12.88,7.5,-37.3446,163.1505,Cold
27.31,14.65,62.8,7.62,984.52,10.0,114.7,34.84,88.7,20.0,3.0,34.8012,-122.8196,Thunderstorm
-10.2,-13.39,80.6,-12.89,996.34,10.62,196.2,3.25,90.2,3.05,10.1,-7.4598,-90.621,Snowy
14.14,14.14,16.0,-0.44,1022.51,8.0,97.3,0.0,19.3,5.27,8.3,22.5378,-10.0546,Dusty
16.56,16.56,16.5,8.73,1024.46,8.0,269.7,0.0,3.3,5.84,2.5,-32.4002,156.5361,Dusty
10.85,10.85,53.0,1.66,1024.18,40.0,347.0,0.0,86.7,5.94,3.4,22.8699,45.8183,Cloudy
36.9,38.9,28.5,9.09,1017.93,23.92,29.4,0.0,56.8,6.52,9.9,23.2119,-18.2902,Hot
18.97,18.97,96.6,14.1,975.51,27.69,55.6,10.0,96.2,4.03,6.5,-2.5906,-53.2068,Stormy
14.91,14.91,99.8,14.88,1004.62,1.65,16.1,0.04,63.9,0.5,4.8,8.4205,-70.3941,Foggy
12.22,12.22,46.5,1.08,1013.27,40.0,123.4,0.0,68.1,11.47,1.8,56.0498,-171.7034,Cloudy
12.4,12.4,80.1,-10.2,1012.47,40.0,274.9,7.39,81.8,15.01,6.2,-18.5095,-117.8022,Rainy
15.85,15.85,64.9,9.25,1003.8,40.0,141.0,0.0,77.0,8.98,2.3,-37.5662,121.4877,Cloudy
13.15,13.15,97.1,12.7,1019.71,3.24,77.5,0.0,66.9,0.18,3.5,30.8723,31.0741,Foggy
17.17,17.17,29.3,4.19,1011.76,12.44,93.4,0.0,23.1,5.31,3.8,28.8763,-144.1338,Dusty
24.81,0.64,64.8,2.22,975.01,14.21,115.6,8.0,92.3,5.41,1.9,43.6354,-169.431,Thunderstorm
30.12,34.05,89.3,28.15,1015.8,40.0,183.9,0.65,89.8,5.23,5.4,11.1948,78.6246,Humid
8.51,0.7,80.7,-3.34,992.78,40.0,215.1,8.15,90.0,3.72,5.5,-2.0588,96.0491,Rainy
14.39,14.39,87.6,10.61,981.51,37.41,45.3,13.88,94.7,10.74,2.2,53.9471,-72.4013,Stormy
37.53,39.53,30.3,9.84,1016.31,40.0,190.7,0.0,78.7,12.69,12.1,-33.0484,-26.7145,Hot
13.42,13.42,90.7,0.4,978.23,40.0,54.1,10.0,93.9,12.79,3.0,-38.8338,152.0263,Stormy
24.18,55.0,73.0,19.02,1021.55,40.0,318.5,0.0,87.1,9.97,2.3,21.594,-29.5842,Cloudy
14.87,14.87,16.9,8.02,1014.94,14.52,183.6,0.0,23.4,10.58,5.0,-5.0399,-28.8942,Dusty
-17.72,-19.94,75.7,-20.96,995.94,7.41,7.7,23.44,85.6,6.98,3.6,49.3995,70.9894,Snowy
5.84,5.84,95.4,5.17,1008.64,2.88,121.2,0.0,61.9,0.14,3.0,23.0117,63.4452,Foggy
6.52,-1.05,97.0,-0.58,992.74,24.68,153.2,20.46,90.9,5.83,3.7,-18.5572,44.4052,Stormy
38.62,51.52,63.0,-6.28,1000.84,40.0,329.7,0.0,54.8,20.0,13.4,16.4054,-100.7988,Heatwave
15.37,15.37,23.2,11.23,1007.16,18.51,94.4,0.0,27.8,13.28,2.1,35.8993,40.7481,Dusty
12.15,15.48,48.1,6.07,1024.89,40.0,282.4,0.0,5.5,10.64,10.8,34.1423,-32.0097,Clear
-1.77,-1.77,97.3,-2.15,1010.93,4.91,301.4,0.47,64.0,1.95,4.7,43.0934,-56.1402,Foggy
24.44,55.0,89.4,13.34,1003.09,40.0,72.4,6.8,86.6,18.07,4.7,10.8119,55.0801,Rainy
39.12,44.53,60.3,12.04,1010.47,40.0,331.4,0.0,66.2,6.83,11.5,-33.9779,151.2739,Heatwave
35.38,37.38,24.4,7.69,1022.25,28.92,17.9,0.0,52.3,6.08,12.6,16.9146,-15.9779,Hot
32.59,34.59,25.5,2.52,1009.68,40.0,112.2,0.0,44.2,5.54,11.9,2.3363,-81.7854,Hot
13.1,13.1,22.7,4.59,1000.35,14.3,40.7,0.0,4.1,12.89,5.3,-39.3462,116.5645,Dusty
8.88,1.25,76.6,2.57,990.27,40.0,295.0,1.73,85.6,8.75,4.6,-34.2567,-127.9002,Drizzle
31.4,35.09,86.9,28.95,1018.75,13.27,258.5,0.89,91.4,11.59,2.4,59.6396,-1.5405,Humid
42.29,51.89,32.1,8.95,996.14,40.0,273.2,0.0,65.9,14.94,13.9,37.2396,132.1663,Heatwave
-7.45,-8.29,84.2,-9.65,1018.06,2.77,358.6,6.84,89.2,9.99,5.3,-57.2945,-133.2738,Snowy
14.18,14.18,85.6,10.87,1003.0,40.0,7.0,14.67,91.6,14.95,3.6,-14.8827,47.9483,Rainy
12.39,12.39,26.0,-6.56,1004.53,40.0,30.4,0.0,75.4,20.0,6.8,-55.1715,-37.4612,Cloudy
7.43,-0.92,40.1,-5.27,1001.17,40.0,122.4,0.0,85.1,3.78,1.3,-49.1478,-153.2434,Cloudy
3.15,-7.33,94.8,-4.68,965.23,19.96,173.7,32.26,93.0,14.02,3.1,45.4528,75.4507,Stormy
42.59,41.33,50.5,10.0,1004.23,40.0,283.7,0.0,57.8,11.91,12.3,36.5385,145.6163,Heatwave
5.64,-3.6,28.4,1.26,1002.47,8.22,92.1,0.0,15.5,10.57,3.9,27.6082,-16.9699,Dusty
49.79,47.73,60.8,-1.32,1008.87,40.0,54.7,0.0,47.3,8.74,14.4,13.8301,155.5603,Heatwave
42.69,44.42,45.7,3.59,1013.38,40.0,272.8,0.0,56.4,16.5,14.3,39.0789,33.1138,Heatwave
30.05,33.28,82.3,26.69,1006.04,40.0,251.6,0.57,81.3,8.29,1.4,41.9453,-79.8862,Humid
36.58,38.58,24.4,2.41,1014.01,40.0,239.2,0.0,43.9,4.97,11.9,27.5502,-0.6773,Hot
16.39,16.39,95.1,15.6,1000.57,3.71,277.1,0.0,83.7,0.23,4.8,-14.3465,36.8845,Foggy
18.82,18.82,78.0,9.79,1009.32,40.0,256.0,1.82,85.2,3.12,3.8,-27.4846,158.0073,Drizzle
8.82,1.17,75.3,4.69,1013.92,40.0,8.5,0.0,83.0,0.1,1.6,-53.7831,-0.4016,Cloudy
10.54,10.54,93.4,-3.87,998.89,40.0,211.7,10.45,89.7,5.88,2.0,-59.071,-135.1984,Rainy
13.86,13.86,87.4,11.8,1006.53,40.0,304.4,0.0,81.0,11.94,4.5,-4.8969,-148.9536,Cloudy
-15.13,-21.12,45.5,-24.25,1034.68,11.99,166.0,0.0,69.1,18.99,3.4,1.0575,87.4915,Cold
9.08,1.56,44.4,-2.4,1001.19,40.0,199.1,0.0,88.4,7.4,4.6,-36.1816,170.3103,Cloudy
10.12,10.12,86.9,8.03,1005.93,40.0,315.7,0.0,71.1,7.67,4.2,42.8304,-1.4758,Cloudy
39.53,41.53,44.3,4.82,978.56,40.0,77.7,0.0,84.8,5.74,8.3,23.1067,-85.1327,Hot
11.31,11.31,63.6,4.67,1024.62,40.0,282.7,0.0,82.7,15.11,6.0,-58.7108,40.3143,Cloudy
40.5,42.5,32.8,-4.08,1007.84,40.0,279.2,5.35,79.2,8.61,8.4,-40.4066,-53.9368,Hot
-5.11,-6.11,55.4,-12.63,1026.54,2.0,264.1,0.58,60.1,14.79,3.0,-16.7593,92.2787,Cold
33.35,35.35,32.7,-13.35,1027.91,40.0,157.1,0.0,2.2,12.03,10.1,11.8436,-70.1099,Hot
17.04,17.04,98.6,16.81,1024.36,4.17,166.3,0.0,80.9,0.52,4.6,34.0769,-85.4225,Foggy
45.73,54.14,42.2,11.08,1005.51,40.0,172.2,0.0,54.1,6.61,14.2,-39.0353,-15.2177,Heatwave
16.56,16.56,56.7,7.94,1009.94,40.0,121.1,0.0,72.2,1.43,5.4,-27.6699,-17.4212,Cloudy
34.77,36.77,25.4,2.61,1013.58,40.0,311.6,3.12,78.6,7.04,12.0,-44.1138,-59.543,Hot
16.05,16.05,86.3,9.11,986.95,15.0,343.1,10.0,93.7,10.23,2.7,-49.1085,-47.8078,Stormy
0.14,0.14,95.1,-0.54,1002.03,3.33,144.6,0.0,76.1,0.08,1.7,-48.0492,104.3489,Foggy
16.29,18.07,42.1,-38.95,1020.42,40.0,137.6,0.0,28.3,15.32,5.2,-53.9492,-170.0416,Clear
20.73,55.0,82.1,10.75,994.75,40.0,37.9,5.0,82.9,8.3,4.8,-31.6537,-29.7072,Rainy
24.02,10.0,41.8,-2.37,996.21,10.74,103.6,11.84,98.8,4.8,6.7,-5.482,130.9661,Thunderstorm
11.51,11.51,79.5,8.09,1007.91,40.0,69.5,0.0,67.3,11.61,4.7,48.4508,-176.1229,Cloudy
30.28,-1.43,33.2,-8.18,984.12,32.5,251.3,8.0,99.3,5.26,2.1,-51.3608,52.268,Thunderstorm
20.33,55.0,27.2,13.73,1026.82,8.0,326.4,0.0,23.6,11.92,1.8,48.4534,63.2911,Dusty
6.67,-2.06,86.9,-2.05,960.27,22.62,282.3,35.22,95.8,4.16,4.7,-14.3268,25.1507,Stormy
-0.75,18.01,29.6,-2.09,1031.15,40.0,102.6,0.0,12.6,14.34,8.5,-26.0817,46.9067,Clear
15.33,16.41,44.3,7.2,1033.74,40.0,288.3,0.0,4.7,19.4,7.7,57.177,-173.3593,Clear
2.22,15.48,33.3,0.24,1021.84,40.0,168.7,0.0,16.4,12.48,8.6,-58.3347,55.9618,Clear
12.26,12.26,23.2,11.31,993.91,8.0,295.0,0.0,28.0,13.52,3.2,-33.4986,111.695,Dusty
12.87,12.87,77.4,9.02,1017.64,40.0,47.3,0.0,84.5,0.57,2.1,32.3001,60.1758,Cloudy
14.76,-0.25,46.4,3.55,1039.62,40.0,218.8,0.0,9.2,15.43,8.6,49.1209,-25.766,Clear
17.58,12.97,48.5,2.37,975.19,12.73,6.6,16.76,86.3,10.78,7.6,31.8161,-175.1701,Thunderstorm
18.52,18.52,52.6,8.64,1017.12,40.0,187.6,0.0,61.6,20.0,4.9,30.5162,-67.6875,Cloudy
-9.96,-15.91,64.2,-15.43,1035.7,11.91,31.8,0.0,30.0,12.4,2.9,-0.096,-13.8371,Cold
9.69,2.17,36.2,8.31,1034.48,40.0,223.1,0.0,17.5,17.55,5.3,40.9102,-109.8986,Clear
18.35,18.35,89.0,3.66,995.01,40.0,269.8,8.47,98.8,11.27,2.5,-41.3472,74.2564,Rainy
22.03,17.26,60.0,-1.42,1026.33,40.0,5.8,0.0,7.6,11.68,5.5,41.8716,-35.343,Clear
10.85,10.85,18.7,-3.39,1015.11,9.75,119.0,0.0,8.2,5.75,8.0,3.1983,-107.4234,Dusty
35.74,37.74,43.5,-8.9,1018.46,40.0,105.0,0.0,18.8,8.3,12.6,42.419,-147.6012,Hot
19.37,19.37,32.5,2.47,1002.45,40.0,50.1,0.0,82.7,9.93,3.5,-59.1787,-23.8285,Cloudy
-7.55,-8.66,83.9,-9.8,987.6,3.69,58.2,1.4,98.8,4.05,7.6,2.9033,-56.1581,Snowy
22.9,55.0,88.9,10.7,953.07,15.0,298.1,80.0,95.3,9.45,2.5,-5.2457,-80.5938,Stormy
22.33,55.0,83.2,19.03,994.61,40.0,354.0,5.0,87.3,8.59,2.4,52.5623,-15.6758,Rainy
32.61,37.32,97.2,32.09,1008.5,40.0,38.6,0.28,84.8,10.7,3.2,42.6576,142.4372,Humid
-5.68,-7.56,40.2,-17.05,1015.7,3.76,249.2,0.0,36.2,9.22,2.7,-2.2793,160.6858,Cold
-4.32,17.24,30.8,-5.5,1041.68,40.0,219.2,0.0,19.0,10.93,8.7,-46.4763,-22.4412,Clear
40.37,45.92,47.4,3.36,1014.24,40.0,9.0,0.0,0.0,5.2,11.0,-50.7745,95.6978,Heatwave
18.85,18.85,74.1,14.13,1006.45,40.0,122.0,0.0,62.4,6.47,3.8,6.667,-29.977,Cloudy
13.04,13.04,83.2,10.25,1003.19,40.0,232.2,0.0,72.8,8.81,1.6,-19.3048,176.15,Cloudy
-8.97,-9.85,88.8,-10.48,995.05,2.95,339.4,2.34,97.4,7.08,5.4,-2.6696,172.1918,Snowy
24.08,28.62,95.3,23.29,1010.63,40.0,91.7,0.61,74.1,12.24,2.9,-42.4919,42.3542,Humid
-2.77,16.73,53.0,-3.35,1019.18,40.0,191.6,0.0,15.2,17.21,7.4,9.031,-150.9465,Clear
44.07,46.07,19.9,10.62,1006.94,40.0,127.7,0.0,47.3,6.75,12.3,-40.4568,146.2135,Hot
9.12,1.61,88.5,2.3,998.83,40.0,171.8,7.58,83.4,7.88,4.4,-39.645,-87.6478,Rainy
-20.22,-25.56,35.2,-31.63,1012.04,10.68,156.6,0.0,38.2,8.01,3.9,-26.6197,-163.7109,Cold
13.78,13.78,38.9,0.03,1004.09,40.0,213.8,0.0,75.6,5.97,3.6,-21.2994,-23.0919,Cloudy
0.07,0.07,94.4,-0.72,999.96,4.3,167.6,0.0,60.2,1.71,2.3,-15.3556,41.0455,Foggy
18.53,18.53,85.1,10.9,996.17,40.0,33.0,1.83,86.7,10.44,2.8,-49.2642,175.9326,Drizzle
19.55,19.55,92.2,18.25,1015.21,2.02,200.0,0.0,93.8,0.1,6.1,13.0834,81.3651,Foggy
6.44,17.48,42.5,5.19,1046.65,40.0,105.3,0.0,18.9,13.83,6.6,47.6617,-97.4834,Clear
18.83,16.77,35.2,1.31,970.2,10.56,203.3,8.0,93.1,6.22,8.6,0.7987,126.8147,Thunderstorm
40.66,42.66,44.0,4.15,1005.25,40.0,203.3,0.0,54.6,20.0,11.2,6.8612,84.7936,Hot
12.7,12.7,90.4,9.55,1005.02,40.0,215.8,5.0,81.2,5.13,1.5,54.8862,36.0158,Rainy
27.8,32.13,93.3,26.61,1011.46,40.0,212.5,0.48,92.5,5.04,5.0,4.888,5.0451,Humid
26.85,55.0,82.3,19.62,1026.1,40.0,327.2,1.55,92.0,13.14,6.2,-42.5483,137.2964,Drizzle
30.61,34.21,86.0,27.98,1018.66,40.0,167.3,0.23,86.6,10.92,2.6,16.0974,-35.178,Humid
24.82,11.48,51.4,1.79,984.04,16.29,328.3,29.26,87.5,5.51,5.1,-36.7843,-156.3603,Thunderstorm
-19.27,-20.97,87.6,-20.79,1013.77,5.68,103.7,7.35,98.8,3.8,4.3,38.5593,-90.7645,Snowy
30.1,15.78,54.6,6.64,975.25,16.23,92.9,8.0,90.4,2.47,4.1,43.417,16.5272,Thunderstorm
34.93,38.79,88.6,32.76,1013.56,40.0,255.8,0.86,83.1,12.69,5.0,47.5982,35.5835,Humid
6.33,-2.57,94.5,-2.96,1002.43,40.0,329.6,5.0,96.4,20.0,3.0,-57.2231,1.6974,Rainy
15.67,15.67,86.6,2.95,991.7,34.82,270.3,29.35,93.1,5.65,6.4,-28.8438,139.886,Rainy
20.14,20.14,33.9,3.72,1012.51,40.0,41.2,0.0,75.4,5.83,2.9,-58.9461,62.0591,Cloudy
38.6,40.6,36.3,7.13,1014.68,40.0,327.8,0.0,56.5,17.26,14.9,17.9432,105.689,Hot
18.6,18.6,27.7,-5.49,1031.13,8.0,96.1,0.0,23.6,8.53,6.9,-10.2834,-16.1978,Dusty
